,title,url,address,latitude,longitude,price,info,description
599,"Homes for Sale in Carbonear, Newfoundland and Labrador $299,900",https://www.kijiji.ca/v-house-for-sale/st-johns/homes-for-sale-in-carbonear-newfoundland-and-labrador-299-900/1418982006,"21 D'Iberville St, Carbonear, Newfoundland, A1Y 1A4",47.728305,-53.227974,"$299,900.00 ",Bedrooms: 6+ *** Bathrooms: 3,"Spacious Family Home! Ideally located near all major amenities and surrounded by other new constructions. This 5 year old home sports an open concept design featuring a modern U-Shaped kitchen with cognac coloured cabinets, stainless steel appliances and recessed lighting. The dining space separates the kitchen from the living room which boasts a large window for natural light and a vaulted ceiling. Also on the main floor is the master bedroom as well as a full bath with laundry. Upstairs are 2 bedrooms and another full bath. Downstairs is a second living space; ideal for a large family. Three additional bedrooms and a third full bath complete the lower level. Thoughtfully planned, the raised design of this home means large basement windows. Also on the property is a large detached garage with storage space and a workshop. Tastefully decorated and economically heated, this property is worth a viewing! Call today!  Brokerage: EXIT Realty Oceans Edge  Salesperson: Pam Norman"
600,Rooms for Rent. Available immediately ,https://www.kijiji.ca/v-room-rental-roommate/st-johns/rooms-for-rent-available-immediately/1457210654,"McNeil St, St. John's, NL A1C 2T9, Canada",47.5650459,-52.7235085,$425.00 ,Furnished: Yes *** Pet Friendly: No,"Rooms for rent. All inclusive. Various prices depending on size of room. Call Wayne @ 709-769-1085. Includes cable, hydro, house phone(local calls only), internet, washer/dryer. Parking available."
601,"123 DIAMOND MARSH Drive ST. JOHN'S, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/123-diamond-marsh-drive-st-johns-newfoundland-labrador/1361499336,"123 DIAMOND MARSH Drive, ST. JOHN'S, NL, A1H0M5",47.4956774,-52.7969043,"$397,900.00 ",Bedrooms: 3 *** Bathrooms: 3,"MLS庐 #1177606 Being built by Clover Construction, this is one of the nicest two storey designs you'll find in this price range and size.  Finished with top of the line products, a mini split heat pump, dark siding, trim package, decor shingles, crown mouldings and more.  You'll have sun all day on this lot, one of the last remaining lots in Phase one of Diamond Marsh.  Phase 2 will be opening this summer. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
602,"74 Circular Road St.John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/74-circular-road-st-johns-newfoundland-labrador/1425401973,"74 Circular Road, St.John's, NL, A1C2Z3",47.571975,-52.7131641,"$749,900.00 ",Bedrooms: 6+ *** Bathrooms: 6+,"MLS庐 #1192707 CANADA HOUSE is a Queen Anne Revival Style Heritage structure Built in 1902, the former residence of Sir Michael Cashin (former Prime Minister of Newfoundland) and later the residence of Hon. J.R Smallwood. 5 Units in total. The main house offers a grand vestibule, magnificent staircase, high ceilings, plaster mouldings and rosettes, etched glass doors, 5 Bedrooms, 2 Full and 2 half bathrooms, and developed basement. Interesting design features and original architectural grandeur remain throughout. This home also offers, 4 equally unique Apartments which bring $4570/mth in rental revenue when fully occupied. Large paved driveway provides ample parking for multiple vehicles. A Rare Find in the City. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
603,"1658 PORTUGAL COVE Road PORTUGAL COVE - ST. PHILIP'S, Newfoundla",https://www.kijiji.ca/v-house-for-sale/st-johns/1658-portugal-cove-road-portugal-cove-st-philips-newfoundla/1445107948,"1658 PORTUGAL COVE Road, PORTUGAL COVE - ST. PHILIP'S, NL, A1M2S4",47.62266,-52.8350458,"$129,900.00 ",Bedrooms: 4 *** Bathrooms: 2,"MLS庐 #1198748 Everything you need on one level! The original building was extensively renovated with a new roof structure (trusses, board and shingles) and most walls taken back to the studs approx 15 years ago.  It was re-shingled again in 2018.  The extension was added in 2008. This is a great opportunity to flip or increase your rental portfolio!  Additional work is required to improve the basement and landscaping.  An Eco-Energy Audit has been completed and new owners can get up to $2000 back on insulation materials through NL Power's Take Charge program. Since 2012, this home has rented consistently for $1200 POU.  Even with the cost of improvements, your rental income should far exceed the monthly mortgage payment. The home offers a convenient main floor laundry room, one and a half baths, and a bright kitchen with a walk-out to the back deck and private back yard.  Over 1500 sq. ft of living space, parking for up to 4 vehicles plus a detached, wired garage. Rented until September 15, 2019. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
604,"190 Ferndale Road Placentia, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/190-ferndale-road-placentia-newfoundland-labrador/1450975751,"190 Ferndale Road, Placentia, NL, A0B2G0",47.2618711,-53.9484787,"$128,000.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1200193 Quaint, charming home on a fully landscaped lot with mature trees, close to all amenities. This home is very well maintained and has three bedrooms, one full bath, large eat in kitchen, living room and laundry/porch.  Home has had many upgrades over the years including new panel, windows, doors, siding and roof.  A new deck to sit and relax or enjoy those family get togethers. Beautiful landscaped property with mature trees. As well a storage shed for all your extras. Some furniture and washer/dryer negotiable in sale. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
605,"9 LEGION Road CLARENVILLE, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/9-legion-road-clarenville-newfoundland-labrador/1438871975,"9 LEGION Road, CLARENVILLE, NL, A5A1J7",48.1646006,-53.9624167,"$127,500.00 ",Bedrooms: 2 *** Bathrooms: 1,"MLS庐 #1197025 LOOKING FOR AN AFFORDABLE PROPERTY, YOU HAVE FOUND IT! THIS TWO BEDROOM HOME  WITH A LOVELY OCEAN VIEW WOULD MAKE A GREAT STARTER HOME.  LAMINATE FLOORING THROUGH OUT , BATHROOM HAS BEEN UPDATED, ALSO HAS NEW VINYL WINDOWS ON THE MAIN LEVEL. THE FULL OPEN BASEMENT CAN BE DEVELOPED, IT IS ALREADY INSULATED AND HAS A  GROUND LEVEL ENTRANCE. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
606,"80 Halley Drive S. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/80-halley-drive-s-johns-newfoundland-labrador/1445104989,"80 Halley Drive, S. John's, NL, A1A5K2",47.5998555,-52.7246537,"$359,750.00 ",Bedrooms: 4 *** Bathrooms: 4,"MLS庐 #1198731 Beautiful, well-maintained 2-storey home located in the East end of the city! Bright main floor consists of the formal sitting room and dining room, & family room opening to the eat-in kitchen with access to the back patio. Powder room and laundry complete the main floor. Upper level boasts 3 spacious bedrooms, including the master bedroom with vaulted ceiling, walk in closet and ensuite. The fully developed basement consists of the large rec room, fourth bedroom, 2PC bath and tons of storage space! Charming, fully fenced, level backyard has over sized patio, detached storage shed and is landscaped with mature trees and shrubbery. Conveniently situated close to schools, shopping and walking trails, this home is a pleasure to view. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
607,"3 Barley Cloves Avenue Old Perlican, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/3-barley-cloves-avenue-old-perlican-newfoundland-labrador/1444901258,"3 Barley Cloves Avenue, Old Perlican, NL, A0A3G0",48.0856238,-53.0006401,"$269,900.00 ",Bedrooms: 5 *** Bathrooms: 3,"MLS庐 #1198665 Welcome to 3 Barley Cloves Avenue in Old Perlican! This stunning property consists of 5 bedrooms, 3 bathrooms, a large entry with a sunken sitting room with a woodstove, upstairs has a living room with a wood buring fire place and a large family room with a propane fireplace. There is a large double attached garage and a double detached garage with a loft above. All of this is sitting on over 2 acres of landscaped land with a large paved driveway, and an ocean view that has to be seen to be appreciated. Almost all furnishings to be included (except for some personal items). (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
608,Newly renovated four bedroom main floor house in the West End ,https://www.kijiji.ca/v-apartments-condos/st-johns/newly-renovated-four-bedroom-main-floor-house-in-the-west-end/1457209597,"St. John鈥檚, Canada",47.5615096,-52.7125768,"$1,800.00 ","Unit Type: House *** Bedrooms: 4 *** Bathrooms: 1 *** Parking Included: 2 *** Agreement Type: 1 Year *** Move-In Date: October 1, 2019 *** Pet Friendly: No *** Utilities Included: Heat, Water *** Also Included: N/A *** Size (sqft): 1,400 *** Furnished: No *** Air Conditioning: No *** Smoking Permitted: Outdoors Only *** Appliances: Laundry (In Unit), Dishwasher, Fridge / Freezer *** Personal Outdoor Space: Yard, Balcony","For Rent Available October 1st. Newly renovated four bedroom main floor house in the West End of St. John鈥檚. Located on a quiet cul de sac. Close to shopping, schools and bus routes. Hardwood flooring, laundry, dishwasher, off street parking for two vehicles. Snow blower and lawn mower on site for use as well as small shed. Heat and hot water included. Power, phone, cable, etc. POU."
609,181 Southern Shore Highway,https://www.kijiji.ca/v-house-for-sale/st-johns/181-southern-shore-highway/1382163961,"181 Southern Shore Highway, Bay Bulls, Newfoundland, A0A 3A0",47.2886605,-52.83588,"$224,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"This 3 bedroom home is situated on almost an acre of land and offers a private park like setting. The property features a garage, 2 sheds, greenhouse, gazebo & stonewall area. There have been several recent updates including new vinyl siding, vinyl windows, patio door, back door, some new flooring and the water pump was replaced. The main level of the homes features the kitchen, dining room and living room, which boasts a beautiful fireplace. There is a recroom, which features a bar and half bath on the lower level. Upstairs there are 3 bedrooms and a full piece bathroom, which has been recently renovated. The basement, which has a woodstove, features a laundry room, den, storage and sitting room. With summer quickly approaching you will be able to enjoy the peace and tranquility this property offers, including the partial view of the ocean from your new deck. You don鈥檛 want to miss out on this property.  Brokerage: EXIT Realty Oceans Edge  Salesperson: Pam Norman  MLS 庐: 1173179"
610,"3 Simms Street St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/3-simms-street-st-johns-newfoundland-labrador/1445105759,"3 Simms Street, St. John's, NL, A1B2A1",47.5846307,-52.7191545,"$220,000.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1198721 Location Location Location! 3 Simms St is conveniently located off Gooseberry Lane in a highly sought-after area. This beautiful established neighborhood has many mature trees, and is within walking distance to CONA, Confederation Building, MUN, Churchill Square and more. This charming cottage-style home features an eat-in kitchen, living room, and large laundry room/office area on the main. Upstairs is a full bath, and three bedrooms, including a master with a large closet. The inviting backyard has a small shed and is fully fenced, and there is an additional piece of land with mature trees at the front of the lot (on the corner of Simms and Gooseberry Lane) which also belongs to the property. This home will require updates to bring it up to modern standards, and to correct some sagging in the second floor, but offers an excellent opportunity to get into a fantastic area at an affordable price!  Check out the 3D tour at tinyurl.com/3SimmsSt (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
611,"29 DOMINIC Drive CONCEPTION BAY SOUTH, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/29-dominic-drive-conception-bay-south-newfoundland-labrador/1438875454,"29 DOMINIC Drive, CONCEPTION BAY SOUTH, NL, A1X0H3",47.4797154,-53.0432375,"$274,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1197002 29 DOMINIC DRIVE IS LIKE NEW AND THIS 3 BEDROOM , 2 BATHROOM SPLIT ENTRY WITH AN IN HOUSE GARAGE CAN ACCOMMODATE A VERY QUICK CLOSING. MANY UPGRADES , HARDWOOD ON MAIN, CERAMICS IN FOYER AND  BATHROOMS, AMAZING CROWNS AND HEADERS PLUS HARDWOOD STAIRCASE. LOVELY SPACIOUS KITCHEN WITH BIRCH CABINETRY, LOTS OF ROOM FOR YOUR DREAM ISLAND TO GO IF DESIRED,  OPENS ONTO A SPACIOUS LIVING ROOM. MASTER WITH WALK IN CLOSET AND 3 PIECE ENSUITE. FULLY INSULATED  BASEMENT IS READY FOR FUTURE DEVELOPMENT . THE IN HOUSE GARAGE IS LARGE AND ALLOWS AMPLE STORAGE PLUS YOUR CAR! GREAT VIEW OF THE BAY AND BEAUTIFUL QUIET STREET. ALL MEASUREMENTS APPROXIMATE. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
612,Single family home in Churchill Park area,https://www.kijiji.ca/v-house-for-sale/st-johns/single-family-home-in-churchill-park-area/1457379241,"19 Emerson Street, A1B 1X5, St. John's, NL",47.5829999,-52.7164301,Not available,"Bedrooms: 2 *** Bathrooms: 1 *** Size (sqft): 2,200","Churchill Square Area 19 Emerson Street St. John鈥檚 A1B 1X5Price: $289,900.00 Type: Residential Single Family, Detached Bungalow Bedrooms: 2 Bathrooms: 1 Heating: Electric Age: Approx. 60 Sq.Ft: 2,200 Lotsize: 683 sq. metres (7,350 sq. ft.) Property Tax: $2,418.00 Water Tax: $605Amenities 鈥?Mature trees with southern exposure 鈥?Patio deck 鈥?Walking distance to downtown, Pius X church and Rennies River school 鈥?Walking distance to MUN and CNA Prince Phillip Drive campus 鈥?Nearby playgrounds and walking trails 鈥?2-car paved parking with additional unpaved drivewayPrime location! This two-bedroom bungalow, on a large, level corner lot, is centrally located close to Churchill Square, Pius X and Rennies River. Property has two driveways fronting on 2 streets in a quiet residential neighborhood. Walking distance to MUN, College of the North Atlantic, shopping and churches. Large living room, separate dining room and kitchen, hardwood floors, along with new plumbing (pex) and electrical upgrades. Basement is wide open waiting for future development. Appliances included in sale. For an appointment to view, please call 579-4371 or 691-5652."
613,"79 North River Road North River, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/79-north-river-road-north-river-newfoundland-labrador/1450975604,"79 North River Road, North River, NL, A0A3C0",47.5476689,-53.3020013,"$229,900.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1200185 A quaint little cottage style home nestled away on a beautiful landscaped acre of land. This 3 bedroom 1 bathroom home shows pride of ownership. Matured trees and beautiful landscaping outside. Entering the home is a small porch for all the outerwear. Cozy kitchen with dark cupboards and some newer appliances for those home cooked meals. The living room has a large dark oak fire place with 2 medium windows overlooking the main road of the town. 2 smaller bedrooms down stairs with ample windows, along with a 3 piece bathroom. Upstairs is an open loft area, spacious and nestled away space with 2 closets. Unfinished basement, along with a small and medium size shed in the back yard. The larger shed has electricity and wired for phone and cable. Minutes from the K-9 school, several churches, doctors offices, banking and shopping are next door in Bay Roberts! Walking distance from a salmon river.  Mature apple trees on the property. Attached is an attached doc with a large list of updates (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
614,"144 Mallow Drive Paradise, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/144-mallow-drive-paradise-newfoundland-labrador/1445104953,"144 Mallow Drive, Paradise, NL, A1L0M5",47.5332541,-52.8808025,"$289,900.00 ",Bedrooms: 4 *** Bathrooms: 2,"MLS庐 #1198676 Charming registered 2 apartment with spectacular views of Adam's Pond.  Some outstanding features of this home are: Modern kitchen with ample storage and counter space, with the addition of a spacious eat-in area. Patio doors off the kitchen to a deck designed to entertain and enjoy the scenery.  Hardwood floors in most rooms, finished basement with rec room or additional bedroom.  The basement apartment is completed with custom made finishing and its own laundry.  Invest and save. Reap the benefits of owning this lovely home by living in one unit, while collecting an income from the other unit. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
615,"35 Farm Road Brigus, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/35-farm-road-brigus-newfoundland-labrador/1418977892,"35 Farm Road, Brigus, NL, A0A1K0",47.5308305,-53.228898,"$275,000.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1191915 Welcome to Historic Brigus;  This very well built and  maintained home, by the original owner is located in a quiet, private setting on a 1.42 acre lot.  Features include: 3 large bedrooms, 2 bathrooms, separate dining room, eat-in kitchen, large living room with propane fireplace, main floor laundry, Family room, hardwood flooring and a detached 34 x 28 garage. The garage is partitioned off to provide a heated workshop. Upgrades include: upgraded kitchen in 2018 with new counter top, double sink, new built-in oven, new counter top stove and new flooring; New vinyl windows in 2017, New front door in 2017, Shingles in 2012, 200 amp panel in 2008.   The property has 290 feet frontage on Farm Road which affords the potential to subdivide into an extra building lot.  Situated on a school bus route this home is ideal for a family or a quiet retreat from the city. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
616,"30-32 New Cove Road St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/30-32-new-cove-road-st-johns-newfoundland-labrador/1444901183,"30-32 New Cove Road, St. John's, NL, A1A2B8",47.578026,-52.705564,"$529,000.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1198651 Two Neighboring Single Family Homes Offered as a Package. Listed separately as MLS#1197338 & 1197395.  These homes were built in the late 1800's and still showcase a lot of the original character. Built on a large park like lot with off street parking for both units. A Great Restoration or Preservation Opportunity awaits. Properties are being Sold AS IS. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
617,10 Mercers Ln,https://www.kijiji.ca/v-house-for-sale/st-johns/10-mercers-ln/1382163943,"10 Mercers Ln, Upper Island Cove, Newfoundland, A0A 4E0",47.630737,-53.23018,"$129,900.00 ",Bedrooms: 3 *** Bathrooms: 1,"Panoramic Ocean Views! Completely rebuilt in 2001, the main floor of this proud 2-storey features a kitchen with oak cabinetry and major appliances included. The dining room boasts sliding doors to a large deck, expanding your entertaining space. The living space at the front of the home takes advantage of the ocean view. Completing the first floor is a half bath and laundry including washer and dryer.  The upstairs offers three bedrooms and a full bathroom. A second-floor balcony provides a space where you can breathe in the salt air while feasting on the magnificent view of the Atlantic. The home boasts 6-panel doors and frames with rosette corners, vinyl windows, patio doors, pex plumbing, 200 amp, batt insulation, vinyl siding, pressure treated decks and much more. Don鈥檛 let this charming home pass you by. Call today to schedule a viewing!  Brokerage: EXIT Realty Oceans Edge  Salesperson: Pam Norman  MLS 庐: 1191119"
618,"33-35 Main Street Wabana, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/33-35-main-street-wabana-newfoundland-labrador/1445105502,"33-35 Main Street, Wabana, NL, A0A4H0",47.6388168,-52.9297962,"$94,500.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1198646 This property is being sold as is, where is. The residential side is a 3 bedroom side-split with one bathroom. The commercial side was once a convenience store and cafe called Bayview Variety. The property is in need of work, and the vendor cannot make any representation as to the condition of the property, or whether it is currently zoned or taxed as residential or commercial. Purchasers will need to sign the Toronto-Dominion Bank's Schedule B with any offer. All measurements are approximate. There is a shed at the back of the property. Please allow 24 hours to schedule a viewing, and allow 2 business days for the presentation of any offer. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
619,Downtown Airbnb for sale.,https://www.kijiji.ca/v-house-for-sale/st-johns/downtown-airbnb-for-sale/1442403122,"Gower St, St. John's, NL A1C, Canada",47.567838,-52.7058167,"$299,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"Selling a 5* Airbnb on Gower St. Can be sold fully furnished and equipt, down to dishes and linens. Realtors welcome at a selling commission of 2%. Owner retiring. Serious inquires only. $299,900..00"
620,"7 Moses Point Lane Bonavista, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/7-moses-point-lane-bonavista-newfoundland-labrador/1445104943,"7 Moses Point Lane, Bonavista, NL, A0C1B0",48.6550982,-53.1216868,"$255,000.00 ",Bedrooms: 2 *** Bathrooms: 1,"MLS庐 #1198749 Great two story, oceanfront property that so many are looking for. Spectacular ocean views in the Historic oceanside Town of Bonavista, site of John Cabot's 1497 landing. Watch fabulous sunsets, majestic ice bergs, & jumping whales from your backyard deck. Beautiful restored heritage home, ""The Henry Mouland House,"", 1915, was featured in ""Home and Cabin "" magazine, 2017.Two bedrooms & an additional guest cabin, manicured gardens & large ocean facing windows make this home a delight. Upstairs is an amazing landing area to read a book, enjoy a coffee & take advantage of the million dollar view. The eat in kitchen has patio doors leading to a patio to sit & gaze onto the wonders of the water. Listen to the lulling sound of relaxing ocean waves.Within walking distance to shops, restaurants, theatre, churches and post office. Near boardwalk surrounding waterfowl conservation area. All this in fabulous Bonavista, recently chosen by Chevrolet Canada as Canada's "" Most Road Trippable Town"". (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
621,"63 Pollux Drive Mount Pearl, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/63-pollux-drive-mount-pearl-newfoundland-labrador/1402315624,"63 Pollux Drive, Mount Pearl, NL, A1N0E8",47.5290203,-52.8156869,"$315,000.00 ",Bedrooms: 2 *** Bathrooms: 2,"MLS庐 #1188056 New 2 Bedroom 2 Bathroom Grade Level Bungalow with an Attached Garage located in Pearlview West.  This new property is one of a kind, with an open concept floor plan attached garage with two bathrooms this property will be perfect for the first time home buyers, empty nestors or couple.  This property features, crown moldings in the main areas, upgraded trim, custom tiled shower in the en-suite,Custom cabinets, pantry, modern colors and light fixtures, pot lights,  front exterior trim, R50 attic insulation, low e argon windows, fully insulated basement with a rough in for a future bathroom, no residential properties behind you....great for that extra privacy, southern exposure lot, eaves-trough where required, 10x12 rear deck, full landscaping and double paved driveway!!  Property is backed by a 7year Atlantic New Home Warranty. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
622,"74 Moffatt Road Mount Pearl, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/74-moffatt-road-mount-pearl-newfoundland-labrador/1450973974,"74 Moffatt Road, Mount Pearl, NL, A1N0E8",47.530785,-52.8134309,"$405,000.00 ",Bedrooms: 4 *** Bathrooms: 3,"MLS庐 #1200269 Here is an example of a 3 bedroom with 1 bedroom apartment, which can be altered to suit your design/layout. This particular home is a split entry with an open concept living area, 3 beds on main level with a rec room in the basement. Each new build will come equipped with R50 attic insulation, low E Argon windows, back deck, front landscaping and double paved driveway; with each new property being backed by a 7 year Atlantic New Home Warranty. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
623,"56 Readers Hill Road Conception Bay South, Newfoundland & Labrad",https://www.kijiji.ca/v-house-for-sale/st-johns/56-readers-hill-road-conception-bay-south-newfoundland-labrad/1450975067,"56 Readers Hill Road, Conception Bay South, NL, A1W5B9",47.5079467,-52.9635068,"$250,000.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1200241 Welcome to this beautifully maintained home in sought after CBS, this 2 bedroom up home is the perfect starter home for anyone looking for a lot of land close to the city. This home has extensive upgrades including new roof and windows, new laminate throughout most of the main floor. The private yard, perfect for entertaining friends/family or summer Barbecues. The  main floor also boasts a large master bedroom and also features 1 more spacious bedroom and beautiful main bath. Downstairs boasts spacious Man Cave, huge 3rd bedroom, 1/2 bath and laundry combo, and walk out. Outside you will find the Detached  18X 24 Garage and 12X12 Shed. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
624,Room for rent very close to MUN,https://www.kijiji.ca/v-room-rental-roommate/st-johns/room-for-rent-very-close-to-mun/1457204188,"20 Whiteway St., A1B1J9, St. John's, NL",47.5706973,-52.7266156,$450.00 ,Furnished: Yes,"Room in house very close to MUN. House has hardwood floors, washer, dryer, dishwasher. Heat, power and wifi included."
625,"498 Marine Drive Outer Cove, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/498-marine-drive-outer-cove-newfoundland-labrador/1444899944,"498 Marine Drive, Outer Cove, NL, A1K4C2",47.6381286,-52.6788394,"$899,900.00 ",Bedrooms: 6+ *** Bathrooms: 6+,"MLS庐 #1198653 Exquisite, Spectacular, WOW!!, this BEAUTY is one in a million.  Built out of the finest of qualities and workmanship, this Unbelievable house has so much to explain that we had to do a separate spec sheet that the listing agent has to give you.  Over an acre, with a view and in peaceful, quiet Outer Cove about 5 minutes to St. John's and a short walk to the beach, with the extra added bonus of a full 1200 sq. ft. inlaw suite to die for.  Both homes have there own electrical, heat pump, hrv system entrance, parking, garage etc.  Need room for your parents or older children this is it.  You get two for the price of one.  Top of the line appliances, flooring, fixtures, etc. etc.  BUT, don't overlook the spec sheet as it lists in detail how this house was constructed. For example: engineered floor joists, 5/8"" T & G plywood on roofs, 3/4"" plywood on floors, 5/8"" OSB on all exterior walls. Classy Gourmet Kitchen with Quartz Countertops, backup generator panel, hot tub, 600 amp service. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
626,"63-65 Island Cove Road Bay Bulls, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/63-65-island-cove-road-bay-bulls-newfoundland-labrador/1438872997,"63-65 Island Cove Road, Bay Bulls, NL, A1A1C0",47.3055264,-52.8237895,"$439,900.00 ",Bedrooms: 3 *** Bathrooms: 3,"MLS庐 #1197033 Rare opportunity to own a home that sits on a pond with a boat launch directly in your back yard.  Very spacious main floor open design concept with kitchen having lots of beautiful nutmeg birch cabinetry, eating area,  and living room with a fireplace.  Upstairs features a large master bedroom, walk-in closet and full ensuite with stand-up shower and jet tub.  Hardwood and ceramic flooring throughout the main living area.  Down is mostly developed with a sound proof rec room with a 7.1 surround sound home theatre, play room, wood stove and loads of storage.  Large paved circular driveway with a centre island.  There's a generator panel in case of a power outage.  Great location with all newer homes in the surrounding area and only 15 min from the city.  Feed the ducks, go fishing in the summer or ice skating the in winter and not have to leave your home! (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
627,7-11 Joys Road,https://www.kijiji.ca/v-house-for-sale/st-johns/7-11-joys-road/1418981090,"7-11 Joys Road, Harbour Main, Newfoundland, A0A 2P0",47.4517233,-53.1257633,"$259,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"Wow! A fantastic buy in today's market! This beautiful well maintained 3 bedroom, 2 bath multi level home is sure to delight! Situated on over 2 acres of land with mature trees and a calming, peaceful country like setting. Features include bright kitchen with oak cabinets, separate formal dining room, inviting formal living room with custom built electric fireplace, 3 bedrooms up, cozy family room with wood stove, hardwood flooring, ceramics, laundry room, rec room and storage area. And for the handyman there is a large, wired, detached garage. Lots of parking space. Many upgrades in the pass 10 years (Shingles, doors, windows and siding, new septic tank and lines). Escape to the tranquil grounds on this lovely street in Harbour Main!  Just 10 minutes to Holyrood  Marina.   \rAll measurements are approximate, purchaser to verify  Brokerage: Royal LePage Vision Realty Inc.  Salesperson: Lisa Bennett - Rideout"
